ins,min
decision-tree-anneal-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_5,661.0
decision-tree-australian-credit-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_5,503.0
decision-tree-heart-cleveland-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_adaboost_2,68.0
decision-tree-heart-cleveland-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_4,121.0
decision-tree-heart-cleveland-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_4,122.0
decision-tree-heart-cleveland-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_6,207.0
decision-tree-primary-tumor-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_adaboost_2,99.0
decision-tree-primary-tumor-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_adaboost_4,176.0
decision-tree-primary-tumor-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_2,78.0
decision-tree-primary-tumor-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_4,136.0
decision-tree-primary-tumor-un-formula_0.8_2021_atleast_63_max-5_reduced_incomplete_adaboost_6,281.0
decision-tree-tic-tac-toe-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_2,302.0
decision-tree-tic-tac-toe-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_3,381.0
decision-tree-tic-tac-toe-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_2,247.0
drmx-cryptogen-geffe128_7,833.0
generalized-ising-IS11_5.0.5.0.0.5_softer_periodic,111911777649462.0
generalized-ising-IS12_5.0.5.0.0.5_softer_periodic,113091993163066.0
generalized-ising-IS13_5.0.5.0.0.5_softer_periodic,120516943083115.0
generalized-ising-IS15_5.0.5.0.0.5_softer_periodic,114877647096667.0
generalized-ising-IS16_5.0.5.0.0.5_softer_periodic,115522026143098.0
generalized-ising-IS17_5.0.5.0.0.5_softer_periodic,115945938516090.0
generalized-ising-IS20_5.0.5.0.0.5_softer_periodic,119897560256891.0
generalized-ising-IS22_5.0.5.0.0.5_softer_periodic,119611529327300.0
generalized-ising-IS23_5.0.5.0.0.5_softer_periodic,119064887882905.0
generalized-ising-IS3_5.0.5.0.0.5_softer_periodic,116965880959019.0
generalized-ising-IS4_5.0.5.0.0.5_softer_periodic,115939916864629.0
generalized-ising-IS5_5.0.5.0.0.5_softer_periodic,114863257458344.0
generalized-ising-IS6_5.0.5.0.0.5_softer_periodic,113797656078101.0
generalized-ising-IS7_5.0.5.0.0.5_softer_periodic,112732633477599.0
generalized-ising-IS9_5.0.5.0.0.5_softer_periodic,110066981524169.0
hs-timetabling-BrazilInstance1.xml,120.0
hs-timetabling-BrazilInstance2.xml,241.0
hs-timetabling-BrazilInstance4.xml,
hs-timetabling-BrazilInstance5.xml,
hs-timetabling-BrazilInstance6.xml,701.0
hs-timetabling-BrazilInstance7.xml,1031.0
hs-timetabling-FinlandSecondarySchool.xml,
hs-timetabling-ItalyInstance4.xml,7262.0
judgment-aggregation-ja-kemeny-preflib-00049-00000300,777.0
judgment-aggregation-ja-kemeny-preflib-00049-00000334,546.0
judgment-aggregation-ja-kemeny-preflib-00049-00000451,934.0
judgment-aggregation-ja-kemeny-preflib-00049-00000454,637.0
judgment-aggregation-ja-kemeny-preflib-00051-00000011,697.0
max-realizability-power-distribution_11_7,126.0
max-realizability-power-distribution_12_8,216.0
max-realizability-robot-navigation_10,
metro-metro_8_8_5_20_10_6_500_1_3.lp.sm-extracted,169.0
mpe-random-net-50-5_network-8.net,46535.0
pseudoBoolean-normalized-mps-v2-20-10-sentoy.opb.msat,
railway-transport-bf2030fvslack,
railway-transport-f2030,4436.0
railway-transport-r11,109744040.0
railway-transport-wg2,139.0
ramsey-ram_k3_n14.ra1,3025.0
ramsey-ram_k3_n16.ra1,7271.0
ramsey-ram_k3_n19.ra1,20665.0
ramsey-ram_k4_n19.ra1,707.0
relational-inference-pa-1,2276.0
relational-inference-pa-2,1230.0
relational-inference-pa-3,833.0
setcover-rail2536,
setcover-rail4284,
setcover-rail4872,
setcover-rail507,191.0
shiftdesign-limits-10-10_data-1_inst-084_30m.sm-extracted,
shiftdesign-limits-10-10_data-1_inst-137_30m.sm-extracted,
shiftdesign-limits-10-10_data-1_inst-182_30m.sm-extracted,
shiftdesign-limits-10-10_data-2_inst-003_30m.sm-extracted,
shiftdesign-limits-10-10_data-2_inst-025_30m.sm-extracted,
shiftdesign-limits-10-10_data-2_inst-030_30m.sm-extracted,
shiftdesign-limits-10-10_data-3_inst-002_30m.sm-extracted,
shiftdesign-limits-10-10_data-3_inst-003_30m.sm-extracted,
shiftdesign-limits-10-10_data-4_inst-003_60m.sm-extracted,
spot5-1401.wcsp.log,459106.0
spot5-1403.wcsp.dir,459248.0
spot5-1403.wcsp.log,459247.0
spot5-1405.wcsp.dir,459445.0
spot5-1506.wcsp.log,354546.0
spot5-5.wcsp.log,261.0
staff-scheduling-instance10,5799.0
staff-scheduling-instance11,3659.0
staff-scheduling-instance12,7011.0
staff-scheduling-instance2,829.0
staff-scheduling-instance3,1012.0
staff-scheduling-instance4,1730.0
staff-scheduling-instance5,1193.0
staff-scheduling-instance6,2089.0
staff-scheduling-instance7,1124.0
staff-scheduling-instance8,3464.0
staff-scheduling-instance9,2016.0
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_100,
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_150,
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_200,
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_66,
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_68,
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_70,
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_72,
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_80,
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_90,
tcp-tcp_students_112_it_2,3660.0
timetabling-comp02,240.0
timetabling-comp09,232.0
timetabling-comp12,1027.0
timetabling-dds4,
