ins,min
hs-timetabling-ItalyInstance4.xml,17563.0
judgment-aggregation-ja-kemeny-preflib-00049-00000300,776.0
judgment-aggregation-ja-kemeny-preflib-00049-00000334,542.0
judgment-aggregation-ja-kemeny-preflib-00049-00000451,929.0
judgment-aggregation-ja-kemeny-preflib-00049-00000454,631.0
judgment-aggregation-ja-kemeny-preflib-00051-00000011,694.0
max-realizability-power-distribution_11_7,126.0
max-realizability-power-distribution_12_8,216.0
max-realizability-robot-navigation_10,
metro-metro_8_8_5_20_10_6_500_1_3.lp.sm-extracted,173.0
mpe-random-net-50-5_network-8.net,46535.0
pseudoBoolean-normalized-mps-v2-20-10-sentoy.opb.msat,
railway-transport-bf2030fvslack,
railway-transport-f2030,4689.0
railway-transport-r11,54635970.0
railway-transport-wg2,113.0
ramsey-ram_k3_n14.ra1,3025.0
ramsey-ram_k3_n16.ra1,7271.0
ramsey-ram_k3_n19.ra1,20665.0
ramsey-ram_k4_n19.ra1,970.0
relational-inference-pa-1,3957.0
relational-inference-pa-2,1173.0
relational-inference-pa-3,794.0
setcover-rail2536,
setcover-rail4284,1580.0
setcover-rail4872,
setcover-rail507,185.0
shiftdesign-limits-10-10_data-1_inst-084_30m.sm-extracted,
shiftdesign-limits-10-10_data-1_inst-137_30m.sm-extracted,
shiftdesign-limits-10-10_data-1_inst-182_30m.sm-extracted,
shiftdesign-limits-10-10_data-2_inst-003_30m.sm-extracted,
shiftdesign-limits-10-10_data-2_inst-025_30m.sm-extracted,
shiftdesign-limits-10-10_data-2_inst-030_30m.sm-extracted,
shiftdesign-limits-10-10_data-3_inst-002_30m.sm-extracted,
shiftdesign-limits-10-10_data-3_inst-003_30m.sm-extracted,
shiftdesign-limits-10-10_data-4_inst-003_60m.sm-extracted,
spot5-1401.wcsp.log,459106.0
spot5-1403.wcsp.dir,460261.0
spot5-1403.wcsp.log,459248.0
spot5-1405.wcsp.dir,459438.0
spot5-1506.wcsp.log,354527.0
spot5-5.wcsp.log,261.0
staff-scheduling-instance10,5597.0
staff-scheduling-instance11,3744.0
staff-scheduling-instance12,15522.0
staff-scheduling-instance2,831.0
staff-scheduling-instance3,1021.0
staff-scheduling-instance4,1732.0
staff-scheduling-instance5,1316.0
staff-scheduling-instance6,2100.0
staff-scheduling-instance7,1169.0
staff-scheduling-instance8,2791.0
staff-scheduling-instance9,1533.0
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_100,
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_150,
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_200,
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_66,
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_68,
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_70,
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_72,
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_80,
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_90,
tcp-tcp_students_112_it_2,3624.0
timetabling-comp02,96.0
timetabling-comp09,158.0
timetabling-comp12,922.0
timetabling-dds4,
