ins,min
decision-tree-tic-tac-toe-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_tree,182.0
extension-enforcement-extension-enforcement_non-strict_stb_200_0.05_1_10_1,10.0
fault-diagnosis-s38584_nan_explicit_10_0,217.0
fault-diagnosis-s38584_nan_explicit_9_0,219.0
gen-hyper-tw-GenHyperTW_2bitcomp_5,34.0
gen-hyper-tw-GenHyperTW_aim-50-1_6-no-3,12.0
gen-hyper-tw-GenHyperTW_aim-50-1_6-yes1-3,12.0
gen-hyper-tw-GenHyperTW_b01,5.0
gen-hyper-tw-GenHyperTW_dubois28,8.0
gen-hyper-tw-GenHyperTW_dubois29,8.0
gen-hyper-tw-GenHyperTW_flat30-99,34.0
gen-hyper-tw-GenHyperTW_grid4d_3,8.0
gen-hyper-tw-GenHyperTW_par8-1-c,16.0
gen-hyper-tw-GenHyperTW_pret60_25,9.0
gen-hyper-tw-GenHyperTW_s208,24.0
gen-hyper-tw-GenHyperTW_uf20-01,6.0
inconsistency-measurement-im-contension-A-2-grd_3908_2_1.tgf.pl,684.0
inconsistency-measurement-im-contension-B-3-stb_696_368.tgf.pl,69.0
inconsistency-measurement-im-contension-C-1-grd_3018_3_7.tgf.pl,532.0
inconsistency-measurement-im-forgetting-A-2-WS_300_16_70_30.tgf.pl,50.0
inconsistency-measurement-im-forgetting-A-2-WS_300_16_90_30.tgf.pl,45.0
inconsistency-measurement-im-forgetting-A-2-grd_3908_2_1.tgf.pl,750.0
inconsistency-measurement-im-forgetting-B-2-stb_625_161.tgf.pl,106.0
inconsistency-measurement-im-forgetting-B-3-WS_300_16_90_30.tgf.pl,56.0
inconsistency-measurement-im-forgetting-B-3-stb_428_430.tgf.pl,71.0
inconsistency-measurement-im-forgetting-B-3-stb_457_193.tgf.pl,78.0
inconsistency-measurement-im-forgetting-C-1-grd_5178_1_1.tgf.pl,1077.0
inconsistency-measurement-im-forgetting-T-2-grd_4383_1_10.tgf.pl,805.0
inconsistency-measurement-im-forgetting-T-2-stb_339_81.tgf.pl,61.0
inconsistency-measurement-im-hit-A-1-grd_1790_4_8.tgf.pl,314.0
inconsistency-measurement-im-hit-A-1-grd_2065_1_8.tgf.pl,307.0
inconsistency-measurement-im-hit-A-2-grd_1948_5_1.tgf.pl,349.0
inconsistency-measurement-im-hit-B-1-grd_3018_3_7.tgf.pl,581.0
inconsistency-measurement-im-hit-B-3-stb_390_450.tgf.pl,46.0
inconsistency-measurement-im-hit-C-1-grd_3018_3_7.tgf.pl,545.0
inconsistency-measurement-im-sum-A-2-grd_1948_5_1.tgf.pl,370.0
inconsistency-measurement-im-sum-B-2-stb_330_291.tgf.pl,48.0
inconsistency-measurement-im-sum-B-3-stb_327_100.tgf.pl,51.0
inconsistency-measurement-im-sum-B-3-stb_339_393.tgf.pl,68.0
inconsistency-measurement-im-sum-B-3-stb_696_368.tgf.pl,104.0
inconsistency-measurement-im-sum-C-1-grd_1222_5_4.tgf.pl,223.0
judgment-aggregation-ja-maxham-preflib-00049-00000071,45.0
judgment-aggregation-ja-maxham-preflib-00049-00000157,51.0
judgment-aggregation-ja-maxham-preflib-00049-00000253,46.0
judgment-aggregation-ja-maxham-preflib-00049-00000260,50.0
judgment-aggregation-ja-maxham-preflib-00049-00000293,43.0
judgment-aggregation-ja-maxham-preflib-00049-00000295,53.0
judgment-aggregation-ja-maxham-preflib-00049-00000316,51.0
judgment-aggregation-ja-maxham-preflib-00049-00000333,51.0
judgment-aggregation-ja-maxham-preflib-00049-00000338,52.0
judgment-aggregation-ja-maxham-preflib-00049-00000385,37.0
judgment-aggregation-ja-maxham-preflib-00049-00000390,52.0
judgment-aggregation-ja-maxham-preflib-00049-00000444,52.0
judgment-aggregation-ja-maxham-preflib-00049-00000486,54.0
judgment-aggregation-ja-maxham-preflib-00049-00000492,47.0
judgment-aggregation-ja-maxham-preflib-00049-00000512,54.0
judgment-aggregation-ja-maxham-preflib-00049-00000517,55.0
judgment-aggregation-ja-maxham-preflib-00049-00000540,49.0
judgment-aggregation-ja-slater-preflib-00043-00000180,306.0
judgment-aggregation-ja-slater-preflib-00049-00000135,246.0
judgment-aggregation-ja-slater-preflib-00049-00000405,278.0
judgment-aggregation-ja-slater-preflib-00049-00000451,505.0
judgment-aggregation-ja-slater-preflib-00049-00000468,269.0
judgment-aggregation-ja-slater-preflib-00051-00000008,341.0
judgment-aggregation-ja-slater-preflib-00051-00000011,501.0
logic-synthesis-normalized-test4.pi.opb.msat,110.0
mbd-b14_C-mbd14-0277,32.0
min-fill-MinFill_R0_mulsol.i.1,169.0
min-fill-MinFill_R0_mulsol.i.2,270.0
min-fill-MinFill_R0_mulsol.i.3,298.0
min-fill-MinFill_R0_myciel5,196.0
min-fill-MinFill_R0_myciel7,3484.0
min-fill-MinFill_R0_queen8_12,2494.0
min-fill-MinFill_R1_games120,1997.0
min-fill-MinFill_R3_miles1000,1373.0
min-fill-MinFill_R3_miles750,1359.0
min-fill-MinFill_R4_miles500,785.0
optic-gen_cvc-add7to3_9999,198.0
optic-gen_mult_4_5_991,125.0
optic-gen_mult_5_5_991,254.0
optimizing-BDDs-anneal-un-wcnf_incomplete_improved_1_2019_5,121.0
optimizing-BDDs-australian-credit-un-wcnf_incomplete_improved_1_2019_2,87.0
optimizing-BDDs-australian-credit-un-wcnf_incomplete_improved_1_2019_5,71.0
optimizing-BDDs-breast-cancer-un-wcnf_incomplete_improved_1_2019_7,18.0
optimizing-BDDs-car-un-wcnf_incomplete_improved_1_2019_7,90.0
optimizing-BDDs-heart-cleveland-un-wcnf_incomplete_improved_1_2019_9,13.0
optimizing-BDDs-hypothyroid-un-wcnf_incomplete_improved_1_2019_3,62.0
optimizing-BDDs-hypothyroid-un-wcnf_incomplete_improved_1_2019_5,56.0
optimizing-BDDs-hypothyroid-un-wcnf_incomplete_improved_1_2019_7,55.0
optimizing-BDDs-kr-vs-kp-un-wcnf_incomplete_improved_1_2019_4,189.0
optimizing-BDDs-kr-vs-kp-un-wcnf_incomplete_improved_1_2019_8,150.0
optimizing-BDDs-lymph-un-wcnf_incomplete_improved_1_2019_7,4.0
optimizing-BDDs-mushroom-un-wcnf_incomplete_improved_1_2019_4,48.0
optimizing-BDDs-mushroom-un-wcnf_incomplete_improved_1_2019_5,76.0
optimizing-BDDs-primary-tumor-un-wcnf_incomplete_improved_1_2019_9,27.0
optimizing-BDDs-soybean-un-wcnf_incomplete_improved_1_2019_6,28.0
optimizing-BDDs-splice-1-un-wcnf_incomplete_improved_1_2019_4,226.0
optimizing-BDDs-splice-1-un-wcnf_incomplete_improved_1_2019_5,183.0
optimizing-BDDs-tic-tac-toe-un-wcnf_incomplete_improved_1_2019_6,128.0
optimizing-BDDs-vote-un-wcnf_incomplete_improved_1_2019_7,4.0
optimizing-BDDs-vote-un-wcnf_incomplete_improved_1_2019_8,3.0
planning-bnn-cellda_x_10,
planning-bnn-cellda_x_12,
planning-bnn-cellda_y_10,
planning-bnn-cellda_y_9,
planning-bnn-navigation_4x4_7,
planning-bnn-navigation_5x5_10,
planning-bnn-navigation_5x5_8,
planning-bnn-navigation_5x5_9,
planning-bnn-sysadmin_4_3,
planning-bnn-sysadmin_5_3,
planning-bnn-sysadmin_5_4,
program-disambiguation-Q22_YESNO_1,
program-disambiguation-Q42_OPTIONS_1,
program-disambiguation-Q45_YESNO_1,
program-disambiguation-Q55_YESNO_1,
pseudoBoolean-normalized-par32-3.opb.msat,
pseudoBoolean-normalized-par32-5.opb.msat,
railway-transport-d4,4222.0
railway-transport-pesp_18Min,293.0
railway-transport-pesp_5min,74.0
railway-transport-we,
ramsey-ram_k3_n11.ra0,7.0
ramsey-ram_k3_n14.ra0,21.0
ramsey-ram_k3_n15.ra0,30.0
ramsey-ram_k3_n17.ra0,50.0
ramsey-ram_k4_n18.ra0,9.0
ramsey-ram_k4_n20.ra0,24.0
reversi-rev66-16,
reversi-rev66-26,
reversi-rev66-28,
reversi-rev66-32,
scheduling-cnf_10,116.0
scheduling-cnf_12,109.0
scheduling-cnf_small,32.0
setcover-sts-data.135,103.0
setcover-sts-data.243,198.0
setcover-sts-data.405,336.0
setcover-sts-data.729,617.0
tpr-b18-s_PathRelaxation_Set_FS_8,
treewidth-computation-TWComp_1c75_N69,33.0
treewidth-computation-TWComp_1dj7_N73,29.0
treewidth-computation-TWComp_eil51.tsp_N51,9.0
treewidth-computation-TWComp_queen7_7_N49,36.0
xai-mindset2-bnn-last-layer-f10,
xai-mindset2-bupa,300.0
xai-mindset2-cleve,228.0
xai-mindset2-heart-h,204.0
xai-mindset2-postoperative-patient-data,70.0
xai-mindset2-shuttleM,329.0
xai-mindset2-soybean,
