alg_name,ins,ins_set,mean,median,min,fr,nr
ecdf-5,switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_90,MSE23-w,,,,0.0,10
ecdf-5,setcover-rail4872,MSE23-w,,,,0.0,10
ecdf-5,abstraction-refinement-downcast-avrora,MSE23-w,46664.9,46665.5,46657,1.0,10
ecdf-5,generalized-ising-IS12_5.0.5.0.0.5_softer_periodic,MSE23-w,113247311269255.4,113276589598287.5,113091993163066,1.0,10
ecdf-5,relational-inference-pa-2,MSE23-w,11906.7,11271.0,1230,1.0,10
ecdf-5,switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_70,MSE23-w,,,,0.0,10
ecdf-5,decision-tree-primary-tumor-un-formula_0.8_2021_atleast_63_max-5_reduced_incomplete_adaboost_6,MSE23-w,298.0,299.0,281,1.0,10
ecdf-5,pseudoBoolean-normalized-mps-v2-20-10-sentoy.opb.msat,MSE23-w,,,,0.0,10
ecdf-5,MinimumWeightDominatingSetProblem-bn-human-BNU_1_0025865_session_1-bg,MSE23-w,119426651.8,119426821.0,119422383,1.0,10
ecdf-5,MinimumWeightDominatingSetProblem-sc-rel9,MSE23-w,11294442.9,11270821.0,11263423,1.0,10
ecdf-5,MinimumWeightDominatingSetProblem-channel-500x100x100-b050,MSE23-w,33356170.0,33348199.0,33336431,1.0,10
ecdf-5,shiftdesign-limits-10-10_data-3_inst-003_30m.sm-extracted,MSE23-w,,,,0.0,10
ecdf-5,ParametricRBACMaintenance_mse20-role_university_multiple_0.5_5,MSE23-w,187158.0,188195.0,182646,1.0,10
ecdf-5,decision-tree-primary-tumor-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_4,MSE23-w,140.0,140.0,136,1.0,10
ecdf-5,spot5-5.wcsp.log,MSE23-w,261.0,261.0,261,1.0,10
ecdf-5,abstraction-refinement-polysite-hsqldb,MSE23-w,172448.6,172446.5,172424,1.0,10
ecdf-5,correlation-clustering-Rounded_CorrelationClustering_Protein4_UNARY_N250,MSE23-w,18135450.7,17995743.5,16474933,1.0,10
ecdf-5,timetabling-dds4,MSE23-w,,,,0.0,10
ecdf-5,abstraction-refinement-downcast-pmd,MSE23-w,4261.6,4259.0,4248,1.0,10
ecdf-5,max-realizability-power-distribution_11_7,MSE23-w,126.0,126.0,126,1.0,10
ecdf-5,staff-scheduling-instance7,MSE23-w,1133.6,1132.5,1124,1.0,10
ecdf-5,railway-transport-r11,MSE23-w,112120707.3,112306269.0,109744040,1.0,10
ecdf-5,switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_72,MSE23-w,,,,0.0,10
ecdf-5,judgment-aggregation-ja-kemeny-preflib-00051-00000011,MSE23-w,709.4,709.0,697,1.0,10
ecdf-5,causal-discovery-causal_Mushroom_7_1000,MSE23-w,240872.3,239663.5,216061,1.0,10
ecdf-5,hs-timetabling-BrazilInstance6.xml,MSE23-w,788.75,770.0,701,0.8,10
ecdf-5,ramsey-ram_k3_n16.ra1,MSE23-w,7310.4,7271.0,7271,1.0,10
ecdf-5,spot5-1401.wcsp.log,MSE23-w,460604.0,460603.5,459106,1.0,10
ecdf-5,ParametricRBACMaintenance_mse20-role_smallcomp_multiple_0.9_6,MSE23-w,281983.1,281905.5,281854,1.0,10
ecdf-5,ParametricRBACMaintenance_mse20-role_university_multiple_0.5_7,MSE23-w,183855.9,182702.0,178408,1.0,10
ecdf-5,MaxSATQueriesinInterpretableClassifiers-toms_test_2_CNF_3_20,MSE23-w,210.1,213.0,174,1.0,10
ecdf-5,generalized-ising-IS4_5.0.5.0.0.5_softer_periodic,MSE23-w,116119588538612.5,116102616616739.0,115939916864629,1.0,10
ecdf-5,causal-discovery-causal_carpo_8_1000,MSE23-w,3871632.0,4418752.0,947128,1.0,10
ecdf-5,railway-transport-bf2030fvslack,MSE23-w,,,,0.0,10
ecdf-5,drmx-cryptogen-geffe128_7,MSE23-w,836.1,836.0,833,1.0,10
ecdf-5,staff-scheduling-instance4,MSE23-w,1734.6,1734.0,1730,1.0,10
ecdf-5,max-realizability-power-distribution_12_8,MSE23-w,216.0,216.0,216,1.0,10
ecdf-5,abstraction-refinement-polysite-avrora,MSE23-w,51846.7,51847.0,51835,1.0,10
ecdf-5,decision-tree-primary-tumor-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_2,MSE23-w,80.3,80.5,78,1.0,10
ecdf-5,correlation-clustering-Rounded_CorrelationClustering_Vowel_BINARY_N700_D0.200,MSE23-w,85596180.7,85859249.0,82510220,1.0,10
ecdf-5,generalized-ising-IS3_5.0.5.0.0.5_softer_periodic,MSE23-w,117023586512699.6,117012024715223.5,116965880959019,1.0,10
ecdf-5,decision-tree-primary-tumor-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_adaboost_2,MSE23-w,103.6,103.5,99,1.0,10
ecdf-5,correlation-clustering-Rounded_CorrelationClustering_Protein3_TRANSITIVE_N280,MSE23-w,20075656.2,19956244.5,19896677,1.0,10
ecdf-5,switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_200,MSE23-w,,,,0.0,10
ecdf-5,setcover-rail507,MSE23-w,193.4,193.0,191,1.0,10
ecdf-5,hs-timetabling-BrazilInstance4.xml,MSE23-w,,,,0.0,10
ecdf-5,staff-scheduling-instance12,MSE23-w,7270.7,7263.5,7011,1.0,10
ecdf-5,shiftdesign-limits-10-10_data-1_inst-084_30m.sm-extracted,MSE23-w,,,,0.0,10
ecdf-5,shiftdesign-limits-10-10_data-2_inst-030_30m.sm-extracted,MSE23-w,,,,0.0,10
ecdf-5,decision-tree-australian-credit-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_5,MSE23-w,531.0,529.0,503,1.0,10
ecdf-5,timetabling-comp02,MSE23-w,269.8,271.0,240,1.0,10
ecdf-5,decision-tree-anneal-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_5,MSE23-w,696.3,695.5,661,1.0,10
ecdf-5,generalized-ising-IS7_5.0.5.0.0.5_softer_periodic,MSE23-w,112787753673290.2,112780964470090.5,112732633477599,1.0,10
ecdf-5,spot5-1403.wcsp.log,MSE23-w,460047.7,459250.5,459247,1.0,10
ecdf-5,hs-timetabling-FinlandSecondarySchool.xml,MSE23-w,,,,0.0,10
ecdf-5,shiftdesign-limits-10-10_data-3_inst-002_30m.sm-extracted,MSE23-w,,,,0.0,10
ecdf-5,causal-discovery-causal_Pigs_6_1000,MSE23-w,35110976.0,35110976.0,35110976,1.0,10
ecdf-5,shiftdesign-limits-10-10_data-2_inst-003_30m.sm-extracted,MSE23-w,,,,0.0,10
ecdf-5,ramsey-ram_k3_n14.ra1,MSE23-w,3025.0,3025.0,3025,1.0,10
ecdf-5,generalized-ising-IS15_5.0.5.0.0.5_softer_periodic,MSE23-w,114967439083540.3,114985495226885.5,114877647096667,1.0,10
ecdf-5,shiftdesign-limits-10-10_data-2_inst-025_30m.sm-extracted,MSE23-w,,,,0.0,10
ecdf-5,judgment-aggregation-ja-kemeny-preflib-00049-00000451,MSE23-w,951.0,947.5,938,1.0,10
ecdf-5,correlation-clustering-Rounded_CorrelationClustering_Protein2_BINARY_N240,MSE23-w,16279357.2,16255224.5,16163358,1.0,10
ecdf-5,decision-tree-tic-tac-toe-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_3,MSE23-w,396.9,397.0,381,1.0,10
ecdf-5,ParametricRBACMaintenance_mse20-role_university_multiple_0.4_7,MSE23-w,180254.6,180089.0,176678,1.0,10
ecdf-5,MinimumWeightDominatingSetProblem-rgg_n_2_24_s0,MSE23-w,54558121.2,54554648.5,54514898,1.0,10
ecdf-5,decision-tree-tic-tac-toe-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_2,MSE23-w,308.7,308.5,302,1.0,10
ecdf-5,decision-tree-primary-tumor-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_adaboost_4,MSE23-w,183.4,180.5,177,1.0,10
ecdf-5,shiftdesign-limits-10-10_data-1_inst-137_30m.sm-extracted,MSE23-w,,,,0.0,10
ecdf-5,timetabling-comp12,MSE23-w,1056.6,1054.5,1027,1.0,10
ecdf-5,abstraction-refinement-downcast-xalan,MSE23-w,65516.5,65516.5,65509,1.0,10
ecdf-5,judgment-aggregation-ja-kemeny-preflib-00049-00000334,MSE23-w,550.2,549.5,546,1.0,10
ecdf-5,generalized-ising-IS6_5.0.5.0.0.5_softer_periodic,MSE23-w,113907421453975.7,113899364726201.5,113797656078101,1.0,10
ecdf-5,switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_100,MSE23-w,,,,0.0,10
ecdf-5,staff-scheduling-instance5,MSE23-w,1258.3,1267.0,1193,1.0,10
ecdf-5,ParametricRBACMaintenance_mse20-role_smallcomp_multiple_0.8_1,MSE23-w,350283.6,350239.0,349962,1.0,10
ecdf-5,correlation-clustering-Rounded_CorrelationClustering_Protein2_BINARY_N380,MSE23-w,38163639.0,38246740.0,37750013,1.0,10
ecdf-5,staff-scheduling-instance6,MSE23-w,2180.3,2191.5,2089,1.0,10
ecdf-5,judgment-aggregation-ja-kemeny-preflib-00049-00000454,MSE23-w,650.5,648.5,643,1.0,10
ecdf-5,decision-tree-heart-cleveland-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_4,MSE23-w,123.1,123.0,121,1.0,10
ecdf-5,correlation-clustering-Rounded_CorrelationClustering_Protein2_BINARY_N220,MSE23-w,13821478.7,13830582.5,13730542,1.0,10
ecdf-5,spot5-1403.wcsp.dir,MSE23-w,461448.1,461249.5,459248,1.0,10
ecdf-5,generalized-ising-IS9_5.0.5.0.0.5_softer_periodic,MSE23-w,110112414208483.9,110071479199726.0,110066981524169,1.0,10
ecdf-5,switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_80,MSE23-w,,,,0.0,10
ecdf-5,MaxSATQueriesinInterpretableClassifiers-pima_train_6_CNF_3_20,MSE23-w,2859.2,2869.5,2797,1.0,10
ecdf-5,abstraction-refinement-downcast-antlr,MSE23-w,76276.8,76276.5,76273,1.0,10
ecdf-5,causal-discovery-causal_Link_9_100,MSE23-w,3242187.0,3242187.0,3242187,1.0,10
ecdf-5,hs-timetabling-BrazilInstance5.xml,MSE23-w,,,,0.0,10
ecdf-5,timetabling-comp09,MSE23-w,250.7,253.0,232,1.0,10
ecdf-5,causal-discovery-causal_Link_10_1000,MSE23-w,106923241.2,154915005.0,33562494,1.0,10
ecdf-5,switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_66,MSE23-w,,,,0.0,10
ecdf-5,staff-scheduling-instance11,MSE23-w,3708.2,3697.5,3659,1.0,10
ecdf-5,decision-tree-tic-tac-toe-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_2,MSE23-w,262.3,264.0,247,1.0,10
ecdf-5,MinimumWeightDominatingSetProblem-web-wikipedia2009,MSE23-w,29047952.6,27182275.0,27180862,1.0,10
ecdf-5,correlation-clustering-Rounded_CorrelationClustering_Protein2_UNARY_N220,MSE23-w,65289137.7,65185754.5,62694399,1.0,10
ecdf-5,MinimumWeightDominatingSetProblem-inf-road-usa,MSE23-w,759733744.3,759755814.5,759599193,1.0,10
ecdf-5,ramsey-ram_k3_n19.ra1,MSE23-w,21015.1,21034.0,20665,1.0,10
ecdf-5,staff-scheduling-instance3,MSE23-w,1013.8,1013.5,1012,1.0,10
ecdf-5,setcover-rail2536,MSE23-w,,,,0.0,10
ecdf-5,hs-timetabling-BrazilInstance1.xml,MSE23-w,127.7,126.5,120,1.0,10
ecdf-5,ParametricRBACMaintenance_mse20-role_domino_multiple_0.2_0,MSE23-w,67364.1,67190.5,66792,1.0,10
ecdf-5,relational-inference-pa-3,MSE23-w,2434.1,1052.5,833,1.0,10
ecdf-5,shiftdesign-limits-10-10_data-4_inst-003_60m.sm-extracted,MSE23-w,,,,0.0,10
ecdf-5,ParametricRBACMaintenance_mse20-role_university_multiple_0.1_1,MSE23-w,60122.0,60097.5,59584,1.0,10
ecdf-5,generalized-ising-IS17_5.0.5.0.0.5_softer_periodic,MSE23-w,115974933814737.5,115975635649491.5,115945938516090,1.0,10
ecdf-5,abstraction-refinement-polysite-bloat,MSE23-w,64.5,62.5,57,1.0,10
ecdf-5,MinimumWeightDominatingSetProblem-hugebubbles-00020,MSE23-w,588520403.3,588535166.0,588404049,1.0,10
ecdf-5,generalized-ising-IS22_5.0.5.0.0.5_softer_periodic,MSE23-w,119738316622958.7,119717892267384.0,119611529327300,1.0,10
ecdf-5,causal-discovery-causal_Link_10_10000,MSE23-w,236514946.9,257745134.0,45443263,1.0,10
ecdf-5,ParametricRBACMaintenance_mse20-role_domino_multiple_0.1_8,MSE23-w,37970.8,37969.0,37294,1.0,10
ecdf-5,judgment-aggregation-ja-kemeny-preflib-00049-00000300,MSE23-w,793.9,792.5,777,1.0,10
ecdf-5,ParametricRBACMaintenance_mse20-role_smallcomp_multiple_0.7_6,MSE23-w,252071.9,252077.0,252060,1.0,10
ecdf-5,decision-tree-anneal-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_3,MSE23-w,348.5,349.0,346,1.0,10
ecdf-5,generalized-ising-IS11_5.0.5.0.0.5_softer_periodic,MSE23-w,111994251836940.4,111983571641092.0,111911777649462,1.0,10
ecdf-5,generalized-ising-IS13_5.0.5.0.0.5_softer_periodic,MSE23-w,120768581380263.5,120805161618260.5,120516943083115,1.0,10
ecdf-5,hs-timetabling-ItalyInstance4.xml,MSE23-w,8407.2,8603.0,7416,1.0,10
ecdf-5,causal-discovery-causal_alarm_9_1000,MSE23-w,52064895.5,57974705.0,13804978,1.0,10
ecdf-5,abstraction-refinement-polysite-pmd,MSE23-w,188452.2,188452.0,188442,1.0,10
ecdf-5,decision-tree-heart-cleveland-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_adaboost_2,MSE23-w,69.7,69.0,68,1.0,10
ecdf-5,generalized-ising-IS23_5.0.5.0.0.5_softer_periodic,MSE23-w,119196728490614.4,119164341993945.5,119064887882905,1.0,10
ecdf-5,shiftdesign-limits-10-10_data-1_inst-182_30m.sm-extracted,MSE23-w,,,,0.0,10
ecdf-5,switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_150,MSE23-w,,,,0.0,10
ecdf-5,decision-tree-heart-cleveland-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_6,MSE23-w,215.6,216.5,207,1.0,10
ecdf-5,ParametricRBACMaintenance_mse20-role_domino_multiple_0.5_1,MSE23-w,141871.6,141710.5,141204,1.0,10
ecdf-5,tcp-tcp_students_112_it_2,MSE23-w,3710.7,3700.5,3660,1.0,10
ecdf-3,correlation-clustering-Rounded_CorrelationClustering_Protein1_UNARY_N290,MSE23-w,77253085.5,77272628.0,71521120,1.0,10
ecdf-3,railway-transport-wg2,MSE23-w,152.6,150.0,139,1.0,10
ecdf-3,correlation-clustering-Rounded_CorrelationClustering_Protein3_UNARY_N220,MSE23-w,61172912.6,59869975.5,51770111,1.0,10
ecdf-3,mpe-random-net-50-5_network-8.net,MSE23-w,46555.0,46535.0,46535,1.0,10
ecdf-3,spot5-1405.wcsp.dir,MSE23-w,459752.8,459454.5,459445,1.0,10
ecdf-3,staff-scheduling-instance8,MSE23-w,3873.5,3862.5,3678,1.0,10
ecdf-3,setcover-rail4284,MSE23-w,,,,0.0,10
ecdf-3,correlation-clustering-Rounded_CorrelationClustering_Vowel_BINARY_N800_D0.200,MSE23-w,99104231.2,98833218.5,96137174,1.0,10
ecdf-3,switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_68,MSE23-w,,,,0.0,10
ecdf-3,correlation-clustering-Rounded_CorrelationClustering_Protein4_BINARY_N320,MSE23-w,14450047.2,14498312.5,14181528,1.0,10
ecdf-3,staff-scheduling-instance2,MSE23-w,832.0,832.0,829,1.0,10
ecdf-3,decision-tree-heart-cleveland-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_4,MSE23-w,127.9,129.0,122,1.0,10
ecdf-3,causal-discovery-causal_Water_10_1000,MSE23-w,45193159.0,45193159.0,45193159,1.0,10
ecdf-3,ParametricRBACMaintenance_mse20-role_university_multiple_0.5_4,MSE23-w,207519.9,207888.0,204181,1.0,10
ecdf-3,MinimumWeightDominatingSetProblem-delaunay_n24,MSE23-w,276410797.8,276408436.5,276337805,1.0,10
ecdf-3,staff-scheduling-instance9,MSE23-w,2166.7,2176.5,2016,1.0,10
ecdf-3,hs-timetabling-BrazilInstance7.xml,MSE23-w,1031.0,1031.0,1031,0.1,10
ecdf-3,MaxSATQueriesinInterpretableClassifiers-credit_train_8_CNF_5_20,MSE23-w,97896.1,96761.0,95905,1.0,10
ecdf-3,MinimumWeightDominatingSetProblem-soc-livejournal-user-groups,MSE23-w,,,,,0
ecdf-3,relational-inference-pa-1,MSE23-w,2702.6,2708.5,2276,1.0,10
ecdf-3,spot5-1506.wcsp.log,MSE23-w,355635.0,355532.0,354546,1.0,10
ecdf-3,generalized-ising-IS5_5.0.5.0.0.5_softer_periodic,MSE23-w,115000207299018.5,114974122683408.5,114889581933057,1.0,10
ecdf-3,staff-scheduling-instance10,MSE23-w,6080.1,6096.0,5799,1.0,10
ecdf-3,correlation-clustering-Rounded_CorrelationClustering_Ionosphere_BINARY_N260_D0.200,MSE23-w,6645303.7,6641030.5,6632526,1.0,10
ecdf-3,generalized-ising-IS16_5.0.5.0.0.5_softer_periodic,MSE23-w,115541066404123.1,115539998927143.5,115522026143098,1.0,10
ecdf-3,max-realizability-robot-navigation_10,MSE23-w,,,,0.0,10
ecdf-3,abstraction-refinement-polysite-xalan,MSE23-w,114713.0,114710.5,114705,1.0,10
ecdf-3,hs-timetabling-BrazilInstance2.xml,MSE23-w,268.0,271.5,241,1.0,10
ecdf-3,ramsey-ram_k4_n19.ra1,MSE23-w,960.0,965.5,707,1.0,10
ecdf-3,railway-transport-f2030,MSE23-w,4561.1,4558.5,4436,1.0,10
ecdf-3,ParametricRBACMaintenance_mse20-role_domino_multiple_0.6_8,MSE23-w,157690.1,157493.0,157047,1.0,10
ecdf-3,generalized-ising-IS20_5.0.5.0.0.5_softer_periodic,MSE23-w,120172969148733.4,120152805589756.0,119897560256891,1.0,10
ecdf-3,abstraction-refinement-downcast-hsqldb,MSE23-w,30243.5,30242.5,30236,1.0,10
ecdf-3,ParametricRBACMaintenance_mse20-role_smallcomp_multiple_0.7_2,MSE23-w,277373.0,277373.0,277373,1.0,10
ecdf-3,metro-metro_8_8_5_20_10_6_500_1_3.lp.sm-extracted,MSE23-w,210.8,208.5,186,1.0,10
ecdf-3,switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_90,MSE23-w,,,,0.0,10
ecdf-3,setcover-rail4872,MSE23-w,,,,0.0,10
ecdf-3,abstraction-refinement-downcast-avrora,MSE23-w,46665.4,46666.0,46657,1.0,10
ecdf-3,generalized-ising-IS12_5.0.5.0.0.5_softer_periodic,MSE23-w,113247311269255.4,113276589598287.5,113091993163066,1.0,10
ecdf-3,relational-inference-pa-2,MSE23-w,15722.1,12613.0,1230,1.0,10
ecdf-3,switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_70,MSE23-w,,,,0.0,10
ecdf-3,decision-tree-primary-tumor-un-formula_0.8_2021_atleast_63_max-5_reduced_incomplete_adaboost_6,MSE23-w,298.0,299.0,281,1.0,10
ecdf-3,pseudoBoolean-normalized-mps-v2-20-10-sentoy.opb.msat,MSE23-w,,,,0.0,10
ecdf-3,MinimumWeightDominatingSetProblem-bn-human-BNU_1_0025865_session_1-bg,MSE23-w,119426052.66666667,119426010.0,119422383,0.9,10
ecdf-3,MinimumWeightDominatingSetProblem-sc-rel9,MSE23-w,11294442.9,11270821.0,11263423,1.0,10
ecdf-3,MinimumWeightDominatingSetProblem-channel-500x100x100-b050,MSE23-w,33356170.0,33348199.0,33336431,1.0,10
ecdf-3,shiftdesign-limits-10-10_data-3_inst-003_30m.sm-extracted,MSE23-w,,,,0.0,10
ecdf-3,ParametricRBACMaintenance_mse20-role_university_multiple_0.5_5,MSE23-w,187016.6,188093.0,182646,1.0,10
ecdf-3,decision-tree-primary-tumor-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_4,MSE23-w,140.2,140.0,136,1.0,10
ecdf-3,spot5-5.wcsp.log,MSE23-w,261.0,261.0,261,1.0,10
ecdf-3,abstraction-refinement-polysite-hsqldb,MSE23-w,172448.6,172446.5,172424,1.0,10
ecdf-3,correlation-clustering-Rounded_CorrelationClustering_Protein4_UNARY_N250,MSE23-w,18249940.3,18274066.5,16474933,1.0,10
ecdf-3,timetabling-dds4,MSE23-w,,,,0.0,10
ecdf-3,abstraction-refinement-downcast-pmd,MSE23-w,4261.7,4259.0,4248,1.0,10
ecdf-3,max-realizability-power-distribution_11_7,MSE23-w,126.0,126.0,126,1.0,10
ecdf-3,staff-scheduling-instance7,MSE23-w,1133.6,1132.5,1124,1.0,10
ecdf-3,railway-transport-r11,MSE23-w,112120707.3,112306269.0,109744040,1.0,10
ecdf-3,switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_72,MSE23-w,,,,0.0,10
ecdf-3,judgment-aggregation-ja-kemeny-preflib-00051-00000011,MSE23-w,708.8,709.0,697,1.0,10
ecdf-3,causal-discovery-causal_Mushroom_7_1000,MSE23-w,241052.0,239663.5,216061,1.0,10
ecdf-3,hs-timetabling-BrazilInstance6.xml,MSE23-w,788.75,770.0,701,0.8,10
ecdf-3,ramsey-ram_k3_n16.ra1,MSE23-w,7310.4,7271.0,7271,1.0,10
ecdf-3,spot5-1401.wcsp.log,MSE23-w,460604.0,460603.5,459106,1.0,10
ecdf-3,ParametricRBACMaintenance_mse20-role_smallcomp_multiple_0.9_6,MSE23-w,281983.1,281905.5,281854,1.0,10
ecdf-3,ParametricRBACMaintenance_mse20-role_university_multiple_0.5_7,MSE23-w,182737.2,182119.0,178408,1.0,10
ecdf-3,MaxSATQueriesinInterpretableClassifiers-toms_test_2_CNF_3_20,MSE23-w,213.5,214.0,174,1.0,10
ecdf-3,generalized-ising-IS4_5.0.5.0.0.5_softer_periodic,MSE23-w,116142974287391.5,116133441559910.0,116080302311620,1.0,10
ecdf-3,causal-discovery-causal_carpo_8_1000,MSE23-w,3871632.0,4418752.0,947128,1.0,10
ecdf-3,railway-transport-bf2030fvslack,MSE23-w,,,,0.0,10
ecdf-3,drmx-cryptogen-geffe128_7,MSE23-w,836.1,836.0,833,1.0,10
ecdf-3,staff-scheduling-instance4,MSE23-w,1734.6,1734.0,1730,1.0,10
ecdf-3,max-realizability-power-distribution_12_8,MSE23-w,216.0,216.0,216,1.0,10
ecdf-3,abstraction-refinement-polysite-avrora,MSE23-w,51848.1,51848.5,51842,1.0,10
ecdf-3,decision-tree-primary-tumor-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_2,MSE23-w,80.3,80.5,78,1.0,10
ecdf-3,correlation-clustering-Rounded_CorrelationClustering_Vowel_BINARY_N700_D0.200,MSE23-w,85809232.5,85859249.0,82510220,1.0,10
ecdf-3,generalized-ising-IS3_5.0.5.0.0.5_softer_periodic,MSE23-w,117030713173478.5,117018413298131.0,116965880959019,1.0,10
ecdf-3,decision-tree-primary-tumor-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_adaboost_2,MSE23-w,103.6,103.5,99,1.0,10
ecdf-3,correlation-clustering-Rounded_CorrelationClustering_Protein3_TRANSITIVE_N280,MSE23-w,20075656.2,19956244.5,19896677,1.0,10
ecdf-3,switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_200,MSE23-w,,,,0.0,10
